연번,업체코드,분야,업체명,소재지,대표자,선정년도,23년배정인원,관할청
1841,220170172,중소벤처부설연구소,(주)랩지노믹스 의학연구소,"경기도 성남시 분당구 대왕판 교로 경기도 성남시 분당구 대 왕판교로700 코리아바이오파 크 B동 4층,5층",진승현,2017,총괄배정,경인
1842,220200501,중소벤처부설연구소,(주)래피젠 부설생명공학연구소,경기도 안양시 동안구 엘에스 로91번길  16 4층  (호계동),박재구,2020,미신청,경인
1843,220220158,중소벤처부설연구소,(주)래브라도랩스 기업부설연구소,서울특별시 서초구 반포대로 53 4층 (서초동),이희조,2022,총괄배정,서울
1844,220170144,중소벤처부설연구소,(주)락토메이슨 부설연구소,경상남도 진주시 금산면 월아 산로 950번길 13-10 제2공장,손민,2017,총괄배정,경남
1845,220200284,중소벤처부설연구소,(주)락토메이슨 마이크로바이옴 연 구소,서울특별시 서초구 서초대로 78길 5길 대각빌딩 15층 (서초 동),손민,2020,총괄배정,서울
1846,220210027,중소벤처부설연구소,(주)라피치 기업부설연구소,"서울특별시 강남구 도곡로 115 7층, 거암빌딩 (역삼동)",김재중,2021,미신청,서울
1847,220200257,중소벤처부설연구소,(주)라파스 기업부설연구소,"서울특별시 강서구 마곡중앙8 로1길 62 (마곡동, 라파스 2 층,4층, 5층,6층)",정도현,2020,총괄배정,서울
1848,220200320,중소벤처부설연구소,(주)라트바이오 기업부설연구소,서울특별시 강남구 테헤란로 234 12층   (역삼동),장구,2020,총괄배정,서울
1849,220160264,중소벤처부설연구소,(주)라이프시맨틱스 ICT 컨버전스 연구,"서울특별시 강남구 언주로 533, 라이프시맨틱스빌딩 4층",송승재,2016,총괄배정,서울
1850,220220258,중소벤처부설연구소,(주)라이언로켓 기업부설연구소,"서울특별시 중구 남대문로 109 12층 (다동,국제빌딩)",정승환,2022,총괄배정,서울
1851,220220025,중소벤처부설연구소,(주)라이센텍R&D연구소,"경기도 성남시 분당구 판교로 253, C동 1002호(삼평동,판교 이노밸리)",명희준,2022,총괄배정,경인
1852,220190159,중소벤처부설연구소,(주)라이드플럭스 자율주행연구소,"제주특별자치도 제주시 노형 11길 25, 4층 (노형동)",박중희,2019,총괄배정,제주
1853,220220116,중소벤처부설연구소,(주)라이드플럭스 기업부설연구소,서울특별시 영등포구 당산로 41길 11 당산 SKV 1center W동 7층 703호 (당산동4가),박중희,2022,총괄배정,서울
1854,220170030,중소벤처부설연구소,(주)라온텍 부설연구소,경기도 성남시 분당구 성남대 로779번길 17 5층(이매동 포티 스빌딩) (이매동),김보은,2017,총괄배정,경인
1855,220220059,중소벤처부설연구소,(주)라온테크기술연구소,"경기도 수원시 권선구 산업로 156번길 88-4, 공장동 2층, 사 무동 2층",김원경,2022,총괄배정,경인
1856,220180091,중소벤처부설연구소,(주)라온즈기업부설연구소,"경기도 성남시 분당구 대왕판 교로 670 A동 501호 (삼평동, 유스페이스2)",신상용,2018,미신청,경인
1857,220220190,중소벤처부설연구소,(주)라온데이터 기업부설연구소,"서울특별시 중구 장충단로 209, M타워 5층(장충동1가)",최성,2022,총괄배정,서울
1858,220190365,중소벤처부설연구소,(주)라스테크 응용기술연구센터,대전광역시 유성구 갑천로 361-39,성낙윤,2019,총괄배정,대전.충남
1859,220190256,중소벤처부설연구소,(주)라닉스 기술연구소,"서울특별시 강남구 언주로135 길 25, 발렌타인빌딩 2층(논현 동)",최승욱,2019,총괄배정,서울
1860,220210194,중소벤처부설연구소,(주)띵스파이어 기업부설연구소,서울특별시 용산구 한강대로 96길 27 1층 (갈월동),조광재,2021,총괄배정,서울
1861,220200279,중소벤처부설연구소,(주)딥핑소스 기업부설연구소,"서울특별시 강남구 언주로 508 5층 (역삼동, 공무원연금 공단)",김태훈,2020,총괄배정,서울
1862,220210066,중소벤처부설연구소,(주)딥인스펙션 기술연구소,서울특별시 서초구 매헌로 16 양재R&D 혁신허브 1209A(하 이브랜드),이철희,2021,총괄배정,서울
1863,220220284,중소벤처부설연구소,(주)딥인사이트기업부설연구소,"경기도 성남시 수정구 창업로 57번길 20, 성남글로벌융합센 터 A동 508호(시흥동)",오은송,2022,총괄배정,경인
1864,220200483,중소벤처부설연구소,(주)딥엑스 부설연구소,경기도 성남시 분당구 판교역 로 231 H스퀘어 S동 7층 709호,김녹원,2020,총괄배정,경인
1865,220190384,중소벤처부설연구소,(주)딥센트 기업부설연구소,서울특별시 서초구 신반포로 45길 74 화신빌딩 501호,권일봉,2019,총괄배정,서울
1866,220190404,중소벤처부설연구소,Tmax R&D Center (주)티맥스오피스 연구소,경기도 성남시 분당구 탄천상 로151번길 20 월드쇼핑타워 A 동 4층 일부,이동석,2021,배정제한,경인
1867,220180090,중소벤처부설연구소,(주)딥바이오기업부설연구소,"서울특별시 구로구 디지털로 33길 27, 610호~613호(구로동)",김선우,2018,총괄배정,서울
1868,220180318,중소벤처부설연구소,(주)딥노이드AI 기업부설연구소,"서울특별시 구로구 디지털로 33길 55, 이앤씨벤처드림타워 2차 1305호 (구로동)",최우식,2018,미신청,서울
1869,220190113,중소벤처부설연구소,(주)딜라이트룸 기업부설연구소,"서울특별시 서초구 사평대로 368, 중앙화촌빌딩 13층 (서초 동)",신재명,2019,총괄배정,서울
1870,220200071,중소벤처부설연구소,(주)디파인 기업부설연구소,경기도 성남시 분당구 성남대 로925번길 41 파인벤처빌딩 1 층 (야탑동),김병수,2020,총괄배정,경인
1871,220210273,중소벤처부설연구소,(주)디투이노베이션 기술연구소,"경기도 성남시 분당구 장미로 42, 814호(야탑동, 리더스빌 딩)",안지환,2021,총괄배정,경인
1872,220220022,중소벤처부설연구소,(주)디지트론기술연구소,"경기도 성남시 분당구 판교로 697, 분당테크노파크 에이동 702호 일부(야탑동)",이종국,2022,총괄배정,경인
1873,220220200,중소벤처부설연구소,(주)디지캡 기업부설연구소,"서울특별시 강서구 마곡중앙8 로 서울특별시 강서구 마곡중 앙8로7길 11 401, 501호 (마곡 동, 디앤씨 캠퍼스)",한승우,2022,총괄배정,서울
1874,220220126,중소벤처부설연구소,(주)디자이노블 기업부설연구소,서울특별시 강남구 테헤란로 108길 25(대치동),"송우상, 신기영",2022,총괄배정,서울
1875,220210035,중소벤처부설연구소,(주)디오에프연구소 기업부설연구 소,"서울특별시 성동구 성수일로 77 305호~307호 (성수동1가, 서울숲IT밸리)",박현수,2021,총괄배정,서울
1876,220190001,중소벤처부설연구소,(주)디오 기업부설연구소,부산광역시 해운대구 센텀서 로 66,김진백,2019,미신청,부산
1877,220190288,중소벤처부설연구소,(주)디엠엔지니어링 부설연구소,"서울특별시 강동구 상일로6길 51, 7층",김우종,2019,총괄배정,서울
1878,220210107,중소벤처부설연구소,(주)디엑솜 기업부설연구소,"경기도 성남시 분당구 성남대 로331번길  8, 10층 1002호  (정 자동,킨스타워)",최종락,2021,미신청,경인
1879,220170089,중소벤처부설연구소,(주)디에스멘토링부설연구소,서울특별시 마포구 매봉산로 31 에스플렉스센터 스마티움 10층(상암동),김홍희,2017,총괄배정,서울
1880,220220252,중소벤처부설연구소,(주)디에스글로벌이씨엠 부설연구 소,"서울특별시 금천구 벚꽃로 278 1508호(가산동, SJ테크노 빌)",박경룡,2022,총괄배정,서울
1881,220190235,중소벤처부설연구소,(주)디앤디파마텍 기업부설연구소,경기도 성남시 분당구 판교로 255번길 24 아이앤씨빌딩 5층 (삼평동),"이슬기, 홍유석",2019,총괄배정,경인
1882,220220216,중소벤처부설연구소,(주)디사일로 기업부설연구소,"서울특별시 서초구 서운로 서 울특별시 서초구 서운로 138, 6층 (서초동, 서초동아타워)",이승명,2022,총괄배정,서울
1883,220200403,중소벤처부설연구소,(주)디비엔텍 기업부설연구소,"인천광역시 서구 로봇랜드로 155-11 903, 905호",최자영,2020,총괄배정,인천
1884,220200015,중소벤처부설연구소,(주)디랙스 기술연구소,경기도 안양시 만안구 전파로 62번길 26 (안양동),유선경,2020,총괄배정,경인
1885,220220251,중소벤처부설연구소,(주)드림에이스 기업부설연구소,서울특별시 성동구 성수일로 19 유한타워 3층 (성수동1가),"김국태,임진우",2022,총괄배정,서울
1886,220200265,중소벤처부설연구소,(주)드림시큐리티 정보보안연구소,"서울특별시 성동구 아차산로 126, 10층(성수동2가, 더리브 세종타워)",범진규,2020,총괄배정,서울
1887,220190146,중소벤처부설연구소,(주)두타기술 기술연구소,"대전광역시 유성구 지족로364 번길 19, 성훈프라자 701호(지 족동)",이동국,2019,총괄배정,대전.충남
1888,220210095,중소벤처부설연구소,(주)두크 기술연구소,"경기도 군포시 엘에스로  162, 4층 (금정동)",정상용,2021,미신청,경인
1889,220150103,중소벤처부설연구소,(주)두래기술연구소,경기도 군포시 당정로 56 3층 (당정동),이성현,2015,미신청,경인
1890,220200161,중소벤처부설연구소,(주)두두아이티 M&S연구소,서울특별시 금천구 가마산로 96 대륭테크노타운 8차 214호,박영선,2020,총괄배정,서울
1891,220200097,중소벤처부설연구소,(주)동해종합기술공사 도시정보연 구소,"서울특별시 성동구 광나루로6 길 35 212호 (성수동2가, 우림 이비즈센터)",김승진,2020,총괄배정,서울
1892,220200408,중소벤처부설연구소,(주)동인광학 부설연구소,경기도 부천시 석천로380번길 1 5층,정인호,2020,총괄배정,인천
1893,220190389,중소벤처부설연구소,(주)동양환경 기업부설연구소,대전광역시 유성구 가정로 141 한국화학연구원 E3 산학 연협력동 301호,모종면,2019,미신청,대전.충남
1894,220210092,중소벤처부설연구소,(주)동양이화 부설연구소,"경기도 안성시 원곡면 원당로 149 2층,3층",이승현,2021,미신청,경인
1895,220210267,중소벤처부설연구소,(주)동부아이씨티 기업부설연구소,"경기도 안양시 동안구 벌말로 66, 에프 214호, 215호(관양동)",정진욱,2021,총괄배정,경인
1896,220200309,중소벤처부설연구소,(주)동명엔터프라이즈 미래환경연 구소,서울특별시 서초구 남부순환 로 2471 동명빌딩 4층 (서초동),김주영,2020,미신청,서울
1897,220180005,중소벤처부설연구소,(주)동녘 해양기상 기술연구소,"경기도 하남시 조정대로 150, 434호(덕풍동)",나성준,2018,총괄배정,경인
1898,220210197,중소벤처부설연구소,(주)도터 기업부설연구소 (혁신 의 료기기 QMS Center),서울특별시 금천구 가산디지 털1로 219 1004호 (벽산디지털 밸리 6차) (가산동),김형일,2021,총괄배정,서울
1899,220220001,중소벤처부설연구소,(주)도우인시스 기업부설연구소,충청북도 청주시 흥덕구 옥산 면 옥산산단로 42,피우갑,2022,총괄배정,충북
1900,220190006,중소벤처부설연구소,(주)도베르만 기업부설연구소,경기도 성남시 수정구 달래내 로 46 성남글로벌융합센터 A 동 603호 일부(시흥동),채지혜,2019,미신청,경인
1901,220200169,중소벤처부설연구소,(주)도구공간 기업부설연구소,"서울특별시 서대문구 연세로 50, 공학원 212C 212D호",김진효,2020,총괄배정,서울
1902,220220265,중소벤처부설연구소,(주)델타엑스 기업부설연구소,"서울특별시 중구 남대문로9길 24 502호(다동,패스트파이브 타워)","김수훈,김수민",2022,총괄배정,서울
1903,220190390,중소벤처부설연구소,(주)데이터몬스터즈 기업부설연구 소,세종특별자치시 세종시 나성 로 더 센트럴 702호,이제원,2019,미신청,대전.충남
1904,220210020,중소벤처부설연구소,(주)데이터드리븐 기업부설연구소,서울특별시 관악구 남부순환 로218길 36 2층(봉천동),고동완,2021,총괄배정,서울
1905,220170409,중소벤처부설연구소,(주)데이타커맨드 기술연구소,서울특별시 서초구 바우뫼로 27길  7-7 진정빌딩 5층 (양재 동),"변준석, 이장선",2018,총괄배정,서울
1906,220170266,중소벤처부설연구소,(주)데이블개인화기술연구소,"서울특별시 강남구 테헤란로 서울특별시 강남구 테헤란로 507, 4층(삼성동, 위워크빌딩)",이채현,2017,총괄배정,서울
1907,220180317,중소벤처부설연구소,(주)데브스택 기업부설연구소,서울특별시 송파구 송파대로 167 문정역테라타워 A동 1408 호 (문정동),장승욱,2018,총괄배정,서울
